"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","769","test with individual retry","webkit","2026-07-08","passed","2026-07-08","","retry.spec.js","",""
"","207","mock a successful API response","chromium","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","1287","explore more assertions","Mobile Safari","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1274","login attempt with username: """"","webkit","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","397","invalid login shows error @regression","Mobile Chrome","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1005","read localStorage","Mobile Safari","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","680","test A - add first item to cart","chromium","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","944","measure page load time","firefox","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","220","mock a successful API response","Mobile Chrome","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","237","POST request - create a new post","Mobile Safari","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","3342","upload a file","chromium","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","359","login attempt with username: ""locked_out_user""","chromium","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1640","select all and clear text","firefox","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","308","login page loads @smoke","Mobile Chrome","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1282","generate PDF from checkout page","webkit","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","755","mock a successful API response","firefox","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","339","block images and css to load even faster","chromium","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","5443","drag using raw mouse events","webkit","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","32","fetch posts API @api","webkit","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","941","select all and clear text","Mobile Safari","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","2580","mock a slow response","webkit","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","216","mock a server error response","Mobile Chrome","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","521","generate PDF with custom options","chromium","2026-07-08","passed","2026-07-08","","pdf.spec.js","",""
"","1571","set a cookie manually","firefox","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1089","keyboard shortcuts","webkit","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","622","generate PDF with custom options","Mobile Safari","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","488","double click an element","Mobile Chrome","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1707","products are visible on mobile","webkit","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","617","can login on mobile","chromium","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","883","measure page load time","webkit","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","934","measure inventory page load time","webkit","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","310","wait for element to be hidden","chromium","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1848","block images and css to load even faster","firefox","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","3269","handle a new tab opening","Mobile Chrome","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","876","wait for element to be hidden","webkit","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","30020","hover over an element","Mobile Chrome","2026-07-08","broken","2026-07-08","","keyboard.spec.js","",""
"","1096","compare performance before and after login","Mobile Safari","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","8854","login attempt with username: """"","firefox","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","11651","take a screenshot manually","firefox","2026-07-08","passed","2026-07-08","","screenshots.spec.js","",""
"","5432","block images to speed up page load","Mobile Chrome","2026-07-08","failed","2026-07-08","","network.spec.js","",""
"","1246","login using fixtures","firefox","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","1074","wait for element to be visible","webkit","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","173","GET request - fetch a single post","chromium","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","3226","open a new tab programmatically","Mobile Chrome","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","265","set a cookie manually","Mobile Chrome","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","422","test with individual retry","Mobile Chrome","2026-07-08","passed","2026-07-08","","retry.spec.js","",""
"","398","set a fake location","Mobile Chrome","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","2022","test A - add first item to cart","firefox","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","628","hold shift and click","Mobile Chrome","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1423","product page shows items","firefox","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","2047","test B - cart starts empty regardless of test A","firefox","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","6113","compare load time with and without images","Mobile Safari","2026-07-08","failed","2026-07-08","","network.spec.js","",""
"","1441","change location mid-test","firefox","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","0","intentionally failing test to see auto-screenshot","Mobile Safari","2026-07-08","skipped","2026-07-08","","screenshots.spec.js","",""
"","380","fetch posts API @api","Mobile Chrome","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","491","GET request - fetch a list of posts","chromium","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","1457","check specific accessibility rules only","Mobile Safari","2026-07-08","passed","2026-07-08","","accessibility.spec.js","",""
"","1549","wait for element to be hidden","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","426","step 2 - depends on step 1 having run first","chromium","2026-07-08","passed","2026-07-08","BAD - tests that share state","isolation.spec.js","",""
"","441","automatic waiting - built into Playwright","chromium","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1844","valid login works @smoke @regression","firefox","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","2070","inventory page has no accessibility violations","webkit","2026-07-08","passed","2026-07-08","","accessibility.spec.js","",""
"","608","generate PDF from checkout page","Mobile Safari","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","730","automatic waiting - built into Playwright","Mobile Chrome","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","913","product page shows items","Mobile Safari","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","555","generate a PDF from a page","webkit","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","1","login page visual check","Mobile Safari","2026-07-08","skipped","2026-07-08","","visual.spec.js","",""
"","30031","wait for an element to appear","Mobile Safari","2026-07-08","broken","2026-07-08","","waiting.spec.js","",""
"","1232","login page has no accessibility violations","chromium","2026-07-08","passed","2026-07-08","","accessibility.spec.js","",""
"","1055","valid login works @smoke @regression","Mobile Safari","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","525","mock an empty response","Mobile Chrome","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","928","log all network requests","Mobile Safari","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","1074","explore different locators","Mobile Safari","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","12560","automatic waiting - built into Playwright","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1635","test A - add first item to cart","Mobile Safari","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","1154","explore different locators","webkit","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","925","can add item to cart","Mobile Chrome","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","5777","handle a new tab opening","webkit","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","1370","add to cart works @regression","webkit","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1657","select all and clear text","webkit","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1194","check specific accessibility rules only","chromium","2026-07-08","passed","2026-07-08","","accessibility.spec.js","",""
"","2236","add to cart using fixtures","firefox","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","5381","handle checkboxes","Mobile Safari","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","934","log all network requests","webkit","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","30034","measure inventory page load time","Mobile Chrome","2026-07-08","broken","2026-07-08","","performance.spec.js","",""
"","707","measure page load time","Mobile Safari","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","505","login attempt with username: ""standard_user""","Mobile Chrome","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","444","valid login works @smoke @regression","chromium","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1738","has title","firefox","2026-07-08","passed","2026-07-08","","example.spec.js","",""
"","276","clear localStorage","chromium","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","5184","drag using raw mouse events","Mobile Safari","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","3061","handle checkboxes","chromium","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","1741","inventory page visual check","webkit","2026-07-08","passed","2026-07-08","","visual.spec.js","",""
"","1474","explore more assertions","webkit","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","5187","handle a JavaScript alert","Mobile Safari","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","5592","switch between multiple tabs","webkit","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","3736","verify iframe editor is read-only","chromium","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","395","products are visible on mobile","chromium","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","370","measure inventory page load time","chromium","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","1213","log all network requests","firefox","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","246","log all network requests","chromium","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","2255","mock a slow response","Mobile Chrome","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","1232","add to cart without logging in again","webkit","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","401","read cookies from the page","chromium","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","5842","handle a new tab opening","firefox","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","1802","automatic waiting - built into Playwright","Mobile Safari","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","3288","switch between multiple tabs","Mobile Chrome","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","1583","measure inventory page load time","firefox","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","3055","drag using mouse steps (more reliable)","chromium","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","1017","login attempt with username: ""standard_user""","firefox","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1740","compare load time with and without images","firefox","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","544","read localStorage","Mobile Chrome","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","5150","drag using mouse steps (more reliable)","Mobile Safari","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","30021","measure inventory page load time","Mobile Safari","2026-07-08","broken","2026-07-08","","performance.spec.js","",""
"","380","block images to speed up page load","chromium","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","7253","set different locations and verify","firefox","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","380","wait for a function to return true","chromium","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1131","set a fake location","firefox","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","354","access inventory page without logging in again","chromium","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","30023","generate PDF from checkout page","Mobile Chrome","2026-07-08","broken","2026-07-08","","pdf.spec.js","",""
"","0","flaky test simulation","Mobile Chrome","2026-07-08","skipped","2026-07-08","","retry.spec.js","",""
"","297","grant camera and microphone permissions","Mobile Chrome","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","4030","set different locations and verify","webkit","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","880","can login on mobile","Mobile Safari","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","5555","verify iframe editor is read-only","Mobile Chrome","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","7896","verify iframe editor is read-only","webkit","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","433","login using environment variables","chromium","2026-07-08","passed","2026-07-08","","env-demo.spec.js","",""
"","22","GET request - fetch a single post","webkit","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","1093","login attempt with username: ""locked_out_user""","webkit","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","6610","verify iframe editor is read-only","Mobile Safari","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","1602","add to cart using fixtures","webkit","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","5277","drag and drop an element","Mobile Safari","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","430","measure time to interact","chromium","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","30019","wait for an element to appear","Mobile Chrome","2026-07-08","broken","2026-07-08","","waiting.spec.js","",""
"","921","wait for element to be hidden","Mobile Safari","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","5779","access inventory page without logging in again","Mobile Safari","2026-07-08","failed","2026-07-08","","auth-reuse.spec.js","",""
"","291","set a cookie manually","chromium","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","743","step 2 - depends on step 1 having run first","webkit","2026-07-08","passed","2026-07-08","BAD - tests that share state","isolation.spec.js","",""
"","355","generate a PDF from a page","chromium","2026-07-08","passed","2026-07-08","","pdf.spec.js","",""
"","285","log all network requests","Mobile Chrome","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","522","keyboard shortcuts","Mobile Chrome","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","30023","add to cart works @regression","Mobile Chrome","2026-07-08","broken","2026-07-08","","tagged.spec.js","",""
"","1097","test B - cart starts empty regardless of test A","Mobile Safari","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","1052","get started link","chromium","2026-07-08","passed","2026-07-08","","example.spec.js","",""
"","1990","test D - cart still starts empty","firefox","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","1","flaky test simulation","Mobile Safari","2026-07-08","skipped","2026-07-08","","retry.spec.js","",""
"","460","explore more assertions","Mobile Chrome","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","858","keyboard shortcuts","Mobile Safari","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","4796","drag using mouse steps (more reliable)","firefox","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","5425","handle a new tab opening","Mobile Safari","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","1496","set localStorage value","firefox","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","2457","BAD practice - hardcoded wait (never do this)","chromium","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","894","wait for element to be hidden","Mobile Chrome","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","5874","block images and css to load even faster","Mobile Safari","2026-07-08","failed","2026-07-08","","network.spec.js","",""
"","3388","switch between multiple tabs","chromium","2026-07-08","passed","2026-07-08","","multitab.spec.js","",""
"","225","intercept and modify a request","chromium","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","364","wait for an element to appear","chromium","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","30035","add to cart without logging in again","Mobile Safari","2026-07-08","broken","2026-07-08","","auth-reuse.spec.js","",""
"","1044","login attempt with username: ""standard_user""","Mobile Safari","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","3189","select a dropdown option","chromium","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","1044","measure time to interact","webkit","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","1128","product page shows items","webkit","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1269","use keyboard to fill form and submit","firefox","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","1489","step 1 - add item to cart","webkit","2026-07-08","passed","2026-07-08","BAD - tests that share state","isolation.spec.js","",""
"","1779","take a screenshot manually","webkit","2026-07-08","passed","2026-07-08","","screenshots.spec.js","",""
"","4676","handle a JavaScript alert","firefox","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","373","login attempt with username: """"","Mobile Chrome","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","876","login attempt with username: ""locked_out_user""","Mobile Safari","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","718","generate a PDF from a page","Mobile Safari","2026-07-08","skipped","2026-07-08","","pdf.spec.js","",""
"","0","intentionally failing test to see auto-screenshot","Mobile Chrome","2026-07-08","skipped","2026-07-08","","screenshots.spec.js","",""
"","396","read cookies from the page","Mobile Chrome","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1021","login using environment variables","webkit","2026-07-08","passed","2026-07-08","","env-demo.spec.js","",""
"","419","login using fixtures","Mobile Chrome","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","350","login with empty credentials","chromium","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","12996","add to cart works @regression","firefox","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","2971","select a dropdown option","Mobile Chrome","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","312","login page loads @smoke","chromium","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","927","add to cart using fixtures","chromium","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","22","GET request - fetch a single post","Mobile Chrome","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","1184","read cookies from the page","webkit","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1734","compare load time with and without images","webkit","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","307","change location mid-test","chromium","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","4627","drag and drop an element","firefox","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","316","delete a cookie","Mobile Chrome","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1080","wait for a function to return true","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1","flaky test simulation","chromium","2026-07-08","skipped","2026-07-08","","retry.spec.js","",""
"","2803","inventory page has no accessibility violations","firefox","2026-07-08","passed","2026-07-08","","accessibility.spec.js","",""
"","788","delete a cookie","webkit","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1465","wait for network request to complete","firefox","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","495","test B - cart starts empty regardless of test A","chromium","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","482","compare load time with and without images","chromium","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","664","POST request - create a new post","firefox","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","442","compare performance before and after login","chromium","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","1175","clear localStorage","firefox","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","860","wait for network request to complete","chromium","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1341","can login on mobile","firefox","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","514","test B - cart starts empty regardless of test A","Mobile Chrome","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","276","generate a PDF from a page","Mobile Chrome","2026-07-08","passed","2026-07-08","","pdf.spec.js","",""
"","1170","login with valid credentials","Mobile Safari","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","1247","use performance API to get detailed metrics","firefox","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","2095","access inventory page without logging in again","firefox","2026-07-08","passed","2026-07-08","","auth-reuse.spec.js","",""
"","3286","drag using raw mouse events","chromium","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","427","GET request - fetch a list of posts","webkit","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","2683","test C - add multiple items","Mobile Safari","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","4641","upload a file","firefox","2026-07-08","passed","2026-07-08","","iframe.spec.js","",""
"","253","measure page load time","chromium","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","2724","mock a slow response","Mobile Safari","2026-07-08","passed","2026-07-08","","mocking.spec.js","",""
"","363","invalid login shows error @regression","chromium","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","2161","measure checkout flow performance","firefox","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","550","has title","chromium","2026-07-08","passed","2026-07-08","","example.spec.js","",""
"","18","fetch posts API @api","chromium","2026-07-08","passed","2026-07-08","","tagged.spec.js","",""
"","1574","compare performance before and after login","firefox","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","442","can add item to cart","chromium","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","354","login with empty credentials","Mobile Chrome","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","2492","BAD practice - hardcoded wait (never do this)","Mobile Chrome","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","984","set a fake location","webkit","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","1246","login with valid credentials","webkit","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","2489","full checkout flow with POM","Mobile Safari","2026-07-08","passed","2026-07-08","","checkout.spec.js","",""
"","606","test A - add first item to cart","Mobile Chrome","2026-07-08","passed","2026-07-08","GOOD - fully isolated tests","isolation.spec.js","",""
"","297","set localStorage value","chromium","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1279","GOOD practice - wait for URL to change","webkit","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1067","use keyboard to fill form and submit","Mobile Chrome","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","827","delete a cookie","Mobile Safari","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","372","GET request - fetch a list of posts","Mobile Chrome","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","1314","wait for network request to complete","Mobile Safari","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","1111","keyboard shortcuts","firefox","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","410","use performance API to get detailed metrics","Mobile Chrome","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","1203","can add item to cart","webkit","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1018","login attempt with username: ""standard_user""","webkit","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1083","wait for an element to appear","webkit","2026-07-08","passed","2026-07-08","","waiting.spec.js","",""
"","3048","drag using mouse steps (more reliable)","Mobile Chrome","2026-07-08","passed","2026-07-08","","dragdrop.spec.js","",""
"","1200","login with invalid credentials","Mobile Safari","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","25","GET request - fetch a single post","firefox","2026-07-08","passed","2026-07-08","","api.spec.js","",""
"","455","explore different locators","chromium","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
"","1197","set different locations and verify","Mobile Chrome","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","910","take a screenshot manually","Mobile Chrome","2026-07-08","passed","2026-07-08","","screenshots.spec.js","",""
"","1483","login using fixtures","Mobile Safari","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","1075","double click an element","firefox","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","245","starts completely logged out","chromium","2026-07-08","passed","2026-07-08","GOOD - overriding storage state per describe block","isolation.spec.js","",""
"","2479","login page visual check","firefox","2026-07-08","passed","2026-07-08","","visual.spec.js","",""
"","1468","login using fixtures","webkit","2026-07-08","passed","2026-07-08","","fixtures-demo.spec.js","",""
"","253","clear localStorage","Mobile Chrome","2026-07-08","passed","2026-07-08","","storage.spec.js","",""
"","1130","login with empty credentials","firefox","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","932","block images and css to load even faster","webkit","2026-07-08","passed","2026-07-08","","network.spec.js","",""
"","1220","login attempt with username: ""locked_out_user""","firefox","2026-07-08","passed","2026-07-08","","login.spec.js","",""
"","1388","use keyboard to fill form and submit","webkit","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","4334","handle checkboxes","firefox","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","1329","hold shift and click","Mobile Safari","2026-07-08","passed","2026-07-08","","keyboard.spec.js","",""
"","419","login page visual check","chromium","2026-07-08","passed","2026-07-08","","visual.spec.js","",""
"","806","change location mid-test","Mobile Chrome","2026-07-08","passed","2026-07-08","","geolocation.spec.js","",""
"","1609","use performance API to get detailed metrics","Mobile Safari","2026-07-08","passed","2026-07-08","","performance.spec.js","",""
"","435","login page works on mobile","Mobile Chrome","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","412","can login on mobile","Mobile Chrome","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","3020","handle checkboxes","Mobile Chrome","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","2665","full checkout flow with POM","firefox","2026-07-08","passed","2026-07-08","","checkout.spec.js","",""
"","1734","login with invalid credentials","webkit","2026-07-08","passed","2026-07-08","","myfirst.spec.js","",""
"","6256","block images to speed up page load","Mobile Safari","2026-07-08","failed","2026-07-08","","network.spec.js","",""
"","1654","inventory page has no accessibility violations","Mobile Safari","2026-07-08","failed","2026-07-08","","accessibility.spec.js","",""
"","5245","select a dropdown option","webkit","2026-07-08","passed","2026-07-08","","dropdown.spec.js","",""
"","298","login page works on mobile","chromium","2026-07-08","passed","2026-07-08","","mobile.spec.js","",""
"","603","product page shows items","chromium","2026-07-08","passed","2026-07-08","","inventory.spec.js","",""
